dates,sub_id,status,months_since_first_subscription,active_months,canceled_months,months_since_status_change,confirmed_bookings
2020-11-01,152,active,3,2,6,1,0
2020-12-01,152,active,4,3,6,2,1
2021-01-01,152,canceled,5,3,7,1,2
2021-02-01,152,canceled,6,3,8,2,0
2021-03-01,152,canceled,7,3,9,3,0
2021-04-01,152,canceled,8,3,10,4,0
2021-05-01,152,canceled,9,3,11,5,7
2021-06-01,152,canceled,10,3,12,6,5
2021-07-01,152,canceled,11,3,13,7,0
2021-08-01,152,active,12,4,13,1,0
2021-09-01,152,active,13,5,13,2,0
2021-10-01,152,active,14,6,13,3,0
2021-11-01,152,canceled,15,6,14,1,0
2020-04-01,153,canceled,,0,1,,0
2020-05-01,153,active,0,1,1,1,5
2020-06-01,153,active,1,2,1,2,3
2020-07-01,153,active,2,3,1,3,3
2020-08-01,153,active,3,4,1,4,0
2020-09-01,153,active,4,5,1,5,2
2020-10-01,153,canceled,5,5,2,1,2
2020-11-01,153,canceled,6,5,3,2,1
2020-12-01,153,canceled,7,5,4,3,1
2021-01-01,153,canceled,8,5,5,4,1
2021-02-01,153,canceled,9,5,6,5,0
2021-03-01,153,active,10,6,6,1,1
2021-04-01,153,active,11,7,6,2,1
2021-05-01,153,active,12,8,6,3,5
2021-06-01,153,active,13,9,6,4,6
2021-07-01,153,active,14,10,6,5,0
2021-08-01,153,active,15,11,6,6,0
2021-09-01,153,active,16,12,6,7,0
2021-10-01,153,active,17,13,6,8,0
2021-11-01,153,canceled,18,13,7,1,0
2021-12-01,153,active,19,14,7,1,0
2020-03-01,154,canceled,,0,1,,2
2020-04-01,154,canceled,,0,2,,0
2020-05-01,154,canceled,,0,3,,1
2020-06-01,154,canceled,,0,4,,3
2020-07-01,154,canceled,,0,5,,2
2020-08-01,154,canceled,,0,6,,1
2020-09-01,154,canceled,,0,7,,1
2020-10-01,154,canceled,,0,8,,8
2020-11-01,154,canceled,,0,9,,0
2020-12-01,154,canceled,,0,10,,0
2021-01-01,154,active,0,1,10,1,2
2021-02-01,154,active,1,2,10,2,1
2021-03-01,154,active,2,3,10,3,1
2021-04-01,154,active,3,4,10,4,2
2021-05-01,154,active,4,5,10,5,4
2021-06-01,154,active,5,6,10,6,7
2021-07-01,154,active,6,7,10,7,0
2021-08-01,154,active,7,8,10,8,0
2021-09-01,154,canceled,8,8,11,1,0
2021-10-01,154,canceled,9,8,12,2,0
2021-11-01,154,canceled,10,8,13,3,0
2020-04-01,155,canceled,,0,1,,1
2020-05-01,155,canceled,,0,2,,3
2020-06-01,155,canceled,,0,3,,6
2020-07-01,155,canceled,,0,4,,3
2020-08-01,155,canceled,,0,5,,0
2020-09-01,155,canceled,,0,6,,3
2020-10-01,155,canceled,,0,7,,0
2020-11-01,155,canceled,,0,8,,0
2020-12-01,155,canceled,,0,9,,0
2021-01-01,155,canceled,,0,10,,2
2021-02-01,155,canceled,,0,11,,0
2021-03-01,155,canceled,,0,12,,4
2021-04-01,155,canceled,,0,13,,2
2021-05-01,155,active,0,1,13,1,5
2021-06-01,155,canceled,1,1,14,1,4
2021-07-01,155,canceled,2,1,15,2,0
2021-08-01,155,canceled,3,1,16,3,0
2021-09-01,155,canceled,4,1,17,4,0
2021-10-01,155,canceled,5,1,18,5,0
2020-03-01,156,active,0,1,0,,4
2020-04-01,156,active,1,2,0,,1
2020-05-01,156,active,2,3,0,,3
2020-06-01,156,active,3,4,0,,6
2020-07-01,156,active,4,5,0,,2
2020-08-01,156,active,5,6,0,,1
2020-09-01,156,active,6,7,0,,0
2020-10-01,156,active,7,8,0,,1
2020-11-01,156,active,8,9,0,,3
2020-12-01,156,active,9,10,0,,0
2021-01-01,156,active,10,11,0,,2
2021-02-01,156,canceled,11,11,1,1,0
2021-03-01,156,canceled,12,11,2,2,1
2021-04-01,156,active,13,12,2,1,0
2021-05-01,156,active,14,13,2,2,1
2021-06-01,156,active,15,14,2,3,6
2021-07-01,156,active,16,15,2,4,0
2021-08-01,156,active,17,16,2,5,0
2021-09-01,156,active,18,17,2,6,0
2021-10-01,156,active,19,18,2,7,0
2021-11-01,156,canceled,20,18,3,1,0
2020-04-01,157,active,0,1,0,,0
2020-05-01,157,active,1,2,0,,3
2020-06-01,157,active,2,3,0,,7
2020-07-01,157,canceled,3,3,1,1,1
2020-08-01,157,active,4,4,1,1,5
2020-09-01,157,active,5,5,1,2,2
2020-10-01,157,active,6,6,1,3,0
2020-11-01,157,active,7,7,1,4,3
2020-12-01,157,active,8,8,1,5,0
2021-01-01,157,active,9,9,1,6,2
2021-02-01,157,active,10,10,1,7,0
2021-03-01,157,active,11,11,1,8,1
2021-04-01,157,active,12,12,1,9,1
2021-05-01,157,canceled,13,12,2,1,4
2021-06-01,157,active,14,13,2,1,6
2021-07-01,157,active,15,14,2,2,0
2021-08-01,157,active,16,15,2,3,0
2021-09-01,157,active,17,16,2,4,0
2021-10-01,157,active,18,17,2,5,0
2020-03-01,158,active,0,1,0,,6
2020-04-01,158,active,1,2,0,,1
2020-05-01,158,active,2,3,0,,4
2020-06-01,158,active,3,4,0,,4
2020-07-01,158,active,4,5,0,,6
2020-08-01,158,active,5,6,0,,2
2020-09-01,158,active,6,7,0,,0
2020-10-01,158,active,7,8,0,,2
2020-11-01,158,active,8,9,0,,1
2020-12-01,158,active,9,10,0,,2
2021-01-01,158,active,10,11,0,,0
2021-02-01,158,canceled,11,11,1,1,0
2021-03-01,158,canceled,12,11,2,2,3
2021-04-01,158,canceled,13,11,3,3,2
2021-05-01,158,canceled,14,11,4,4,4
2021-06-01,158,canceled,15,11,5,5,7
2021-07-01,158,canceled,16,11,6,6,0
2021-08-01,158,canceled,17,11,7,7,0
2021-09-01,158,canceled,18,11,8,8,0
2021-10-01,158,canceled,19,11,9,9,0
2021-11-01,158,canceled,20,11,10,10,0
2021-12-01,158,active,21,12,10,1,0
2020-01-01,159,canceled,,0,1,,36
2020-02-01,159,canceled,,0,2,,21
2020-03-01,159,canceled,,0,3,,5
2020-04-01,159,canceled,,0,4,,1
2020-05-01,159,canceled,,0,5,,7
2020-06-01,159,active,0,1,5,1,2
2020-07-01,159,active,1,2,5,2,6
2020-08-01,159,active,2,3,5,3,0
2020-09-01,159,canceled,3,3,6,1,3
2020-10-01,159,canceled,4,3,7,2,3
2020-11-01,159,canceled,5,3,8,3,1
2020-12-01,159,canceled,6,3,9,4,3
2021-01-01,159,canceled,7,3,10,5,3
2021-02-01,159,canceled,8,3,11,6,1
2021-03-01,159,canceled,9,3,12,7,0
2021-04-01,159,canceled,10,3,13,8,4
2021-05-01,159,canceled,11,3,14,9,6
2021-06-01,159,active,12,4,14,1,7
2021-07-01,159,canceled,13,4,15,1,0
2021-08-01,159,canceled,14,4,16,2,0
2021-09-01,159,active,15,5,16,1,0
2021-10-01,159,active,16,6,16,2,0
2021-11-01,159,active,17,7,16,3,0
2021-12-01,159,active,18,8,16,4,0
2020-01-01,160,canceled,,0,1,,39
2020-02-01,160,canceled,,0,2,,27
2020-03-01,160,canceled,,0,3,,2
2020-04-01,160,canceled,,0,4,,2
2020-05-01,160,canceled,,0,5,,2
2020-06-01,160,canceled,,0,6,,4
2020-07-01,160,canceled,,0,7,,4
2020-08-01,160,canceled,,0,8,,3
2020-09-01,160,active,0,1,8,1,3
2020-10-01,160,active,1,2,8,2,1
2020-11-01,160,active,2,3,8,3,0
2020-12-01,160,active,3,4,8,4,0
2021-01-01,160,active,4,5,8,5,1
2021-02-01,160,active,5,6,8,6,2
2021-03-01,160,active,6,7,8,7,1
2021-04-01,160,active,7,8,8,8,1
2021-05-01,160,active,8,9,8,9,4
2021-06-01,160,active,9,10,8,10,2
2021-07-01,160,canceled,10,10,9,1,0
2021-08-01,160,active,11,11,9,1,0
2021-09-01,160,active,12,12,9,2,0
2021-10-01,160,active,13,13,9,3,0
2021-11-01,160,active,14,14,9,4,0
2021-12-01,160,active,15,15,9,5,0
2020-01-01,161,canceled,,0,1,,29
2020-02-01,161,canceled,,0,2,,29
2020-03-01,161,canceled,,0,3,,4
2020-04-01,161,canceled,,0,4,,0
2020-05-01,161,canceled,,0,5,,7
2020-06-01,161,canceled,,0,6,,5
2020-07-01,161,canceled,,0,7,,1
2020-08-01,161,canceled,,0,8,,1
2020-09-01,161,canceled,,0,9,,0
2020-10-01,161,active,0,1,9,1,2
2020-11-01,161,active,1,2,9,2,1
2020-12-01,161,active,2,3,9,3,0
2021-01-01,161,active,3,4,9,4,1
2021-02-01,161,active,4,5,9,5,1
2021-03-01,161,active,5,6,9,6,2
2021-04-01,161,canceled,6,6,10,1,2
2021-05-01,161,active,7,7,10,1,8
2021-06-01,161,canceled,8,7,11,1,7
2021-07-01,161,active,9,8,11,1,0
2021-08-01,161,active,10,9,11,2,0
2021-09-01,161,active,11,10,11,3,0
2021-10-01,161,active,12,11,11,4,0
2021-11-01,161,active,13,12,11,5,0
2020-02-01,162,canceled,,0,1,,25
2020-03-01,162,canceled,,0,2,,3
2020-04-01,162,canceled,,0,3,,1
2020-05-01,162,canceled,,0,4,,4
2020-06-01,162,canceled,,0,5,,8
2020-07-01,162,active,0,1,5,1,5
2020-08-01,162,active,1,2,5,2,2
2020-09-01,162,active,2,3,5,3,2
2020-10-01,162,active,3,4,5,4,2
2020-11-01,162,canceled,4,4,6,1,1
2020-12-01,162,canceled,5,4,7,2,3
2021-01-01,162,active,6,5,7,1,3
2021-02-01,162,canceled,7,5,8,1,1
2021-03-01,162,canceled,8,5,9,2,2
2021-04-01,162,canceled,9,5,10,3,3
2021-05-01,162,canceled,10,5,11,4,8
2021-06-01,162,canceled,11,5,12,5,4
2021-07-01,162,canceled,12,5,13,6,0
2021-08-01,162,canceled,13,5,14,7,0
2021-09-01,162,canceled,14,5,15,8,0
2021-10-01,162,canceled,15,5,16,9,0
2021-11-01,162,active,16,6,16,1,0
2021-12-01,162,active,17,7,16,2,0
2020-05-01,163,active,0,1,0,,0
2020-06-01,163,active,1,2,0,,3
2020-07-01,163,active,2,3,0,,1
2020-08-01,163,canceled,3,3,1,1,1
2020-09-01,163,canceled,4,3,2,2,2
2020-10-01,163,canceled,5,3,3,3,0
2020-11-01,163,canceled,6,3,4,4,0
2020-12-01,163,canceled,7,3,5,5,2
2021-01-01,163,canceled,8,3,6,6,3
2021-02-01,163,active,9,4,6,1,0
2021-03-01,163,active,10,5,6,2,4
2021-04-01,163,active,11,6,6,3,1
2021-05-01,163,active,12,7,6,4,3
2021-06-01,163,active,13,8,6,5,0
2021-07-01,163,active,14,9,6,6,0
2021-08-01,163,active,15,10,6,7,0
2021-09-01,163,canceled,16,10,7,1,0
2021-10-01,163,active,17,11,7,1,0
2021-11-01,163,active,18,12,7,2,0
2021-12-01,163,active,19,13,7,3,0
2020-05-01,164,active,0,1,0,,3
2020-06-01,164,active,1,2,0,,2
2020-07-01,164,active,2,3,0,,4
2020-08-01,164,canceled,3,3,1,1,2
2020-09-01,164,canceled,4,3,2,2,2
2020-10-01,164,canceled,5,3,3,3,1
2020-11-01,164,canceled,6,3,4,4,0
2020-12-01,164,canceled,7,3,5,5,3
2021-01-01,164,active,8,4,5,1,2
2021-02-01,164,active,9,5,5,2,1
2021-03-01,164,canceled,10,5,6,1,4
2021-04-01,164,canceled,11,5,7,2,0
2021-05-01,164,canceled,12,5,8,3,9
2021-06-01,164,canceled,13,5,9,4,4
2021-07-01,164,active,14,6,9,1,0
2021-08-01,164,active,15,7,9,2,0
2021-09-01,164,active,16,8,9,3,0
2021-10-01,164,active,17,9,9,4,0
2021-11-01,164,active,18,10,9,5,0
2021-12-01,164,active,19,11,9,6,0
2020-03-01,165,canceled,,0,1,,1
2020-04-01,165,canceled,,0,2,,0
2020-05-01,165,canceled,,0,3,,7
2020-06-01,165,canceled,,0,4,,7
2020-07-01,165,canceled,,0,5,,2
2020-08-01,165,canceled,,0,6,,2
2020-09-01,165,canceled,,0,7,,0
2020-10-01,165,canceled,,0,8,,1
2020-11-01,165,canceled,,0,9,,1
2020-12-01,165,active,0,1,9,1,1
2021-01-01,165,active,1,2,9,2,2
2021-02-01,165,active,2,3,9,3,2
2021-03-01,165,active,3,4,9,4,3
2021-04-01,165,active,4,5,9,5,0
2021-05-01,165,active,5,6,9,6,4
2021-06-01,165,active,6,7,9,7,3
2021-07-01,165,active,7,8,9,8,0
2021-08-01,165,active,8,9,9,9,0
2021-09-01,165,active,9,10,9,10,0
2021-10-01,165,canceled,10,10,10,1,0
2021-11-01,165,canceled,11,10,11,2,0
2020-01-01,166,canceled,,0,1,,36
2020-02-01,166,active,0,1,1,1,25
2020-03-01,166,active,1,2,1,2,3
2020-04-01,166,canceled,2,2,2,1,2
2020-05-01,166,canceled,3,2,3,2,9
2020-06-01,166,canceled,4,2,4,3,2
2020-07-01,166,canceled,5,2,5,4,4
2020-08-01,166,canceled,6,2,6,5,0
2020-09-01,166,canceled,7,2,7,6,0
2020-10-01,166,canceled,8,2,8,7,1
2020-11-01,166,active,9,3,8,1,0
2020-12-01,166,active,10,4,8,2,1
2021-01-01,166,active,11,5,8,3,1
2021-02-01,166,active,12,6,8,4,4
2021-03-01,166,active,13,7,8,5,1
2021-04-01,166,active,14,8,8,6,1
2021-05-01,166,active,15,9,8,7,10
2021-06-01,166,canceled,16,9,9,1,5
2021-07-01,166,canceled,17,9,10,2,0
2021-08-01,166,active,18,10,10,1,0
2021-09-01,166,active,19,11,10,2,0
2021-10-01,166,active,20,12,10,3,0
2021-11-01,166,canceled,21,12,11,1,0
2021-12-01,166,canceled,22,12,12,2,0
2020-01-01,167,canceled,,0,1,,51
2020-02-01,167,canceled,,0,2,,23
2020-03-01,167,active,0,1,2,1,6
2020-04-01,167,active,1,2,2,2,2
2020-05-01,167,canceled,2,2,3,1,4
2020-06-01,167,canceled,3,2,4,2,4
2020-07-01,167,canceled,4,2,5,3,2
2020-08-01,167,canceled,5,2,6,4,3
2020-09-01,167,canceled,6,2,7,5,0
2020-10-01,167,canceled,7,2,8,6,2
2020-11-01,167,canceled,8,2,9,7,1
2020-12-01,167,canceled,9,2,10,8,0
2021-01-01,167,active,10,3,10,1,0
2021-02-01,167,active,11,4,10,2,2
2021-03-01,167,canceled,12,4,11,1,3
2021-04-01,167,canceled,13,4,12,2,0
2021-05-01,167,canceled,14,4,13,3,6
2021-06-01,167,canceled,15,4,14,4,9
2021-07-01,167,canceled,16,4,15,5,0
2021-08-01,167,canceled,17,4,16,6,0
2021-09-01,167,canceled,18,4,17,7,0
2021-10-01,167,canceled,19,4,18,8,0
2021-11-01,167,active,20,5,18,1,0
2021-12-01,167,active,21,6,18,2,0
2020-05-01,168,canceled,,0,1,,4
2020-06-01,168,canceled,,0,2,,7
2020-07-01,168,canceled,,0,3,,2
2020-08-01,168,canceled,,0,4,,2
2020-09-01,168,canceled,,0,5,,0
2020-10-01,168,canceled,,0,6,,1
2020-11-01,168,canceled,,0,7,,0
2020-12-01,168,canceled,,0,8,,2
2021-01-01,168,canceled,,0,9,,0
2021-02-01,168,canceled,,0,10,,4
2021-03-01,168,canceled,,0,11,,4
2021-04-01,168,active,0,1,11,1,0
2021-05-01,168,active,1,2,11,2,2
2021-06-01,168,active,2,3,11,3,8
2021-07-01,168,canceled,3,3,12,1,0
2021-08-01,168,canceled,4,3,13,2,0
2021-09-01,168,canceled,5,3,14,3,0
2021-10-01,168,canceled,6,3,15,4,0
2021-11-01,168,active,7,4,15,1,0
2021-12-01,168,active,8,5,15,2,0
2020-01-01,169,active,0,1,0,,33
2020-02-01,169,active,1,2,0,,30
2020-03-01,169,active,2,3,0,,4
2020-04-01,169,active,3,4,0,,0
2020-05-01,169,canceled,4,4,1,1,4
2020-06-01,169,canceled,5,4,2,2,3
2020-07-01,169,canceled,6,4,3,3,4
2020-08-01,169,active,7,5,3,1,1
2020-09-01,169,active,8,6,3,2,1
2020-10-01,169,active,9,7,3,3,0
2020-11-01,169,active,10,8,3,4,0
2020-12-01,169,active,11,9,3,5,0
2021-01-01,169,active,12,10,3,6,1
2021-02-01,169,canceled,13,10,4,1,0
2021-03-01,169,canceled,14,10,5,2,3
2021-04-01,169,active,15,11,5,1,0
2021-05-01,169,active,16,12,5,2,7
2021-06-01,169,canceled,17,12,6,1,9
2021-07-01,169,canceled,18,12,7,2,0
2021-08-01,169,canceled,19,12,8,3,0
2021-09-01,169,active,20,13,8,1,0
2021-10-01,169,active,21,14,8,2,0
2021-11-01,169,active,22,15,8,3,0
2021-12-01,169,canceled,23,15,9,1,0
2020-04-01,170,active,0,1,0,,0
2020-05-01,170,active,1,2,0,,4
2020-06-01,170,active,2,3,0,,3
2020-07-01,170,active,3,4,0,,4
2020-08-01,170,active,4,5,0,,2
2020-09-01,170,active,5,6,0,,1
2020-10-01,170,active,6,7,0,,2
2020-11-01,170,active,7,8,0,,1
2020-12-01,170,canceled,8,8,1,1,0
2021-01-01,170,canceled,9,8,2,2,1
2021-02-01,170,canceled,10,8,3,3,2
2021-03-01,170,canceled,11,8,4,4,0
2021-04-01,170,canceled,12,8,5,5,2
2021-05-01,170,canceled,13,8,6,6,8
2021-06-01,170,canceled,14,8,7,7,8
2021-07-01,170,active,15,9,7,1,0
2021-08-01,170,canceled,16,9,8,1,0
2021-09-01,170,canceled,17,9,9,2,0
2021-10-01,170,canceled,18,9,10,3,0
2021-11-01,170,canceled,19,9,11,4,0
2021-12-01,170,canceled,20,9,12,5,0
2020-01-01,171,active,0,1,0,,26
2020-02-01,171,canceled,1,1,1,1,26
2020-03-01,171,canceled,2,1,2,2,3
2020-04-01,171,canceled,3,1,3,3,2
2020-05-01,171,active,4,2,3,1,2
2020-06-01,171,active,5,3,3,2,3
2020-07-01,171,active,6,4,3,3,1
2020-08-01,171,active,7,5,3,4,2
2020-09-01,171,active,8,6,3,5,2
2020-10-01,171,active,9,7,3,6,1
2020-11-01,171,active,10,8,3,7,1
2020-12-01,171,active,11,9,3,8,0
2021-01-01,171,active,12,10,3,9,1
2021-02-01,171,active,13,11,3,10,1
2021-03-01,171,active,14,12,3,11,0
2021-04-01,171,active,15,13,3,12,0
2021-05-01,171,active,16,14,3,13,4
2021-06-01,171,active,17,15,3,14,6
2021-07-01,171,active,18,16,3,15,0
2021-08-01,171,active,19,17,3,16,0
2021-09-01,171,active,20,18,3,17,0
2021-10-01,171,active,21,19,3,18,0
2021-11-01,171,canceled,22,19,4,1,0
2020-01-01,172,canceled,,0,1,,39
2020-02-01,172,canceled,,0,2,,22
2020-03-01,172,active,0,1,2,1,1
2020-04-01,172,active,1,2,2,2,1
2020-05-01,172,active,2,3,2,3,7
2020-06-01,172,active,3,4,2,4,7
2020-07-01,172,active,4,5,2,5,3
2020-08-01,172,active,5,6,2,6,3
2020-09-01,172,canceled,6,6,3,1,0
2020-10-01,172,canceled,7,6,4,2,2
2020-11-01,172,canceled,8,6,5,3,0
2020-12-01,172,canceled,9,6,6,4,0
2021-01-01,172,canceled,10,6,7,5,1
2021-02-01,172,canceled,11,6,8,6,1
2021-03-01,172,active,12,7,8,1,2
2021-04-01,172,active,13,8,8,2,0
2021-05-01,172,canceled,14,8,9,1,3
2021-06-01,172,canceled,15,8,10,2,8
2021-07-01,172,canceled,16,8,11,3,0
2021-08-01,172,active,17,9,11,1,0
2021-09-01,172,active,18,10,11,2,0
2021-10-01,172,canceled,19,10,12,1,0
2021-11-01,172,canceled,20,10,13,2,0
2021-12-01,172,active,21,11,13,1,0
2020-01-01,173,active,0,1,0,,44
2020-02-01,173,active,1,2,0,,30
2020-03-01,173,active,2,3,0,,2
2020-04-01,173,active,3,4,0,,2
2020-05-01,173,canceled,4,4,1,1,5
2020-06-01,173,canceled,5,4,2,2,5
2020-07-01,173,canceled,6,4,3,3,3
2020-08-01,173,active,7,5,3,1,3
2020-09-01,173,canceled,8,5,4,1,2
2020-10-01,173,canceled,9,5,5,2,1
2020-11-01,173,canceled,10,5,6,3,1
2020-12-01,173,canceled,11,5,7,4,0
2021-01-01,173,canceled,12,5,8,5,0
2021-02-01,173,canceled,13,5,9,6,0
2021-03-01,173,canceled,14,5,10,7,1
2021-04-01,173,canceled,15,5,11,8,1
2021-05-01,173,canceled,16,5,12,9,4
2021-06-01,173,active,17,6,12,1,8
2021-07-01,173,active,18,7,12,2,0
2021-08-01,173,canceled,19,7,13,1,0
2021-09-01,173,canceled,20,7,14,2,0
2021-10-01,173,canceled,21,7,15,3,0
2021-11-01,173,canceled,22,7,16,4,0
2021-12-01,173,active,23,8,16,1,0
2020-02-01,174,canceled,,0,1,,41
2020-03-01,174,canceled,,0,2,,5
2020-04-01,174,canceled,,0,3,,2
2020-05-01,174,canceled,,0,4,,10
2020-06-01,174,canceled,,0,5,,3
2020-07-01,174,canceled,,0,6,,2
2020-08-01,174,canceled,,0,7,,3
2020-09-01,174,canceled,,0,8,,2
2020-10-01,174,canceled,,0,9,,0
2020-11-01,174,active,0,1,9,1,1
2020-12-01,174,active,1,2,9,2,0
2021-01-01,174,active,2,3,9,3,0
2021-02-01,174,active,3,4,9,4,1
2021-03-01,174,active,4,5,9,5,0
2021-04-01,174,active,5,6,9,6,2
2021-05-01,174,active,6,7,9,7,4
2021-06-01,174,active,7,8,9,8,7
2021-07-01,174,active,8,9,9,9,0
2021-08-01,174,active,9,10,9,10,0
2021-09-01,174,active,10,11,9,11,0
2021-10-01,174,active,11,12,9,12,0
2021-11-01,174,canceled,12,12,10,1,0
2021-12-01,174,canceled,13,12,11,2,0
2020-01-01,175,canceled,,0,1,,37
2020-02-01,175,canceled,,0,2,,33
2020-03-01,175,canceled,,0,3,,8
2020-04-01,175,canceled,,0,4,,1
2020-05-01,175,canceled,,0,5,,8
2020-06-01,175,canceled,,0,6,,6
2020-07-01,175,canceled,,0,7,,5
2020-08-01,175,canceled,,0,8,,0
2020-09-01,175,canceled,,0,9,,1
2020-10-01,175,canceled,,0,10,,4
2020-11-01,175,canceled,,0,11,,1
2020-12-01,175,canceled,,0,12,,0
2021-01-01,175,canceled,,0,13,,0
2021-02-01,175,canceled,,0,14,,0
2021-03-01,175,active,0,1,14,1,0
2021-04-01,175,active,1,2,14,2,2
2021-05-01,175,active,2,3,14,3,3
2021-06-01,175,active,3,4,14,4,6
2021-07-01,175,active,4,5,14,5,0
2021-08-01,175,active,5,6,14,6,0
2021-09-01,175,active,6,7,14,7,0
2021-10-01,175,active,7,8,14,8,0
2021-11-01,175,canceled,8,8,15,1,0
2021-12-01,175,active,9,9,15,1,0
2020-01-01,176,active,0,1,0,,42
2020-02-01,176,active,1,2,0,,33
2020-03-01,176,active,2,3,0,,2
2020-04-01,176,canceled,3,3,1,1,3
2020-05-01,176,canceled,4,3,2,2,5
2020-06-01,176,canceled,5,3,3,3,4
2020-07-01,176,canceled,6,3,4,4,2
2020-08-01,176,active,7,4,4,1,3
2020-09-01,176,canceled,8,4,5,1,0
2020-10-01,176,canceled,9,4,6,2,3
2020-11-01,176,canceled,10,4,7,3,2
2020-12-01,176,canceled,11,4,8,4,3
2021-01-01,176,canceled,12,4,9,5,2
2021-02-01,176,active,13,5,9,1,0
2021-03-01,176,active,14,6,9,2,2
2021-04-01,176,canceled,15,6,10,1,1
2021-05-01,176,canceled,16,6,11,2,7
2021-06-01,176,canceled,17,6,12,3,8
2021-07-01,176,canceled,18,6,13,4,0
2021-08-01,176,canceled,19,6,14,5,0
2021-09-01,176,canceled,20,6,15,6,0
2021-10-01,176,canceled,21,6,16,7,0
2021-11-01,176,active,22,7,16,1,0
2021-12-01,176,active,23,8,16,2,0
2020-01-01,177,canceled,,0,1,,42
2020-02-01,177,active,0,1,1,1,26
2020-03-01,177,active,1,2,1,2,7
2020-04-01,177,active,2,3,1,3,5
2020-05-01,177,active,3,4,1,4,5
2020-06-01,177,active,4,5,1,5,9
2020-07-01,177,canceled,5,5,2,1,3
2020-08-01,177,canceled,6,5,3,2,2
2020-09-01,177,canceled,7,5,4,3,1
2020-10-01,177,active,8,6,4,1,0
2020-11-01,177,active,9,7,4,2,0
2020-12-01,177,active,10,8,4,3,0
2021-01-01,177,active,11,9,4,4,0
2021-02-01,177,canceled,12,9,5,1,1
2021-03-01,177,canceled,13,9,6,2,0
2021-04-01,177,canceled,14,9,7,3,1
2021-05-01,177,canceled,15,9,8,4,11
2021-06-01,177,canceled,16,9,9,5,5
2021-07-01,177,canceled,17,9,10,6,0
2021-08-01,177,canceled,18,9,11,7,0
2021-09-01,177,canceled,19,9,12,8,0
2021-10-01,177,active,20,10,12,1,0
2021-11-01,177,active,21,11,12,2,0
2021-12-01,177,active,22,12,12,3,0
2020-01-01,178,active,0,1,0,,41
2020-02-01,178,active,1,2,0,,25
2020-03-01,178,active,2,3,0,,2
2020-04-01,178,active,3,4,0,,2
2020-05-01,178,active,4,5,0,,0
2020-06-01,178,canceled,5,5,1,1,5
2020-07-01,178,active,6,6,1,1,3
2020-08-01,178,active,7,7,1,2,4
2020-09-01,178,active,8,8,1,3,2
2020-10-01,178,active,9,9,1,4,3
2020-11-01,178,active,10,10,1,5,0
2020-12-01,178,canceled,11,10,2,1,0
2021-01-01,178,canceled,12,10,3,2,1
2021-02-01,178,canceled,13,10,4,3,0
2021-03-01,178,canceled,14,10,5,4,3
2021-04-01,178,canceled,15,10,6,5,1
2021-05-01,178,canceled,16,10,7,6,8
2021-06-01,178,canceled,17,10,8,7,5
2021-07-01,178,canceled,18,10,9,8,0
2021-08-01,178,canceled,19,10,10,9,0
2021-09-01,178,canceled,20,10,11,10,0
2021-10-01,178,canceled,21,10,12,11,0
2021-11-01,178,canceled,22,10,13,12,0
2020-08-01,179,active,0,1,0,,2
2020-09-01,179,active,1,2,0,,1
2020-10-01,179,active,2,3,0,,3
2020-11-01,179,canceled,3,3,1,1,1
2020-12-01,179,canceled,4,3,2,2,1
2021-01-01,179,active,5,4,2,1,0
2021-02-01,179,canceled,6,4,3,1,2
2021-03-01,179,canceled,7,4,4,2,0
2021-04-01,179,canceled,8,4,5,3,1
2021-05-01,179,canceled,9,4,6,4,6
2021-06-01,179,canceled,10,4,7,5,4
2021-07-01,179,canceled,11,4,8,6,0
2021-08-01,179,active,12,5,8,1,0
2021-09-01,179,active,13,6,8,2,0
2021-10-01,179,active,14,7,8,3,0
2021-11-01,179,active,15,8,8,4,0
2021-12-01,179,active,16,9,8,5,0
2020-02-01,180,canceled,,0,1,,26
2020-03-01,180,active,0,1,1,1,7
2020-04-01,180,active,1,2,1,2,1
2020-05-01,180,canceled,2,2,2,1,4
2020-06-01,180,canceled,3,2,3,2,5
2020-07-01,180,active,4,3,3,1,5
2020-08-01,180,active,5,4,3,2,2
2020-09-01,180,active,6,5,3,3,2
2020-10-01,180,active,7,6,3,4,1
2020-11-01,180,active,8,7,3,5,1
2020-12-01,180,active,9,8,3,6,0
2021-01-01,180,active,10,9,3,7,5
2021-02-01,180,active,11,10,3,8,0
2021-03-01,180,canceled,12,10,4,1,0
2021-04-01,180,canceled,13,10,5,2,0
2021-05-01,180,canceled,14,10,6,3,7
2021-06-01,180,canceled,15,10,7,4,7
2021-07-01,180,canceled,16,10,8,5,0
2021-08-01,180,canceled,17,10,9,6,0
2021-09-01,180,active,18,11,9,1,0
2021-10-01,180,active,19,12,9,2,0
2021-11-01,180,active,20,13,9,3,0
2021-12-01,180,active,21,14,9,4,0
2020-06-01,181,active,0,1,0,,3
2020-07-01,181,active,1,2,0,,4
2020-08-01,181,active,2,3,0,,3
2020-09-01,181,active,3,4,0,,1
2020-10-01,181,canceled,4,4,1,1,1
2020-11-01,181,canceled,5,4,2,2,1
2020-12-01,181,canceled,6,4,3,3,3
2021-01-01,181,canceled,7,4,4,4,0
2021-02-01,181,canceled,8,4,5,5,0
2021-03-01,181,canceled,9,4,6,6,0
2021-04-01,181,canceled,10,4,7,7,2
2021-05-01,181,canceled,11,4,8,8,3
